,Price,Mileage,Make
0,17314.10313,8221.0,Buick
1,17542.03608,9135.0,Buick
2,16218.84786,13196.0,Buick
3,16336.91314,16342.0,Buick
4,16339.17032,20770.0,Buick
5,15709.052819999999,20770.0,Buick
6,15230.00339,22576.0,Buick
7,15048.04218,22964.0,Buick
8,14862.093869999999,24021.0,Buick
9,15295.018269999999,27325.0,Buick
10,21335.85248,10237.0,Buick
11,20538.08751,15066.0,Buick
12,20512.094090000002,16633.0,Buick
13,19924.15905,19800.0,Buick
14,19774.249069999998,23359.0,Buick
15,19344.16554,23765.0,Buick
16,19105.130119999998,24008.0,Buick
17,18543.42705,26034.0,Buick
18,17808.199,32896.0,Buick
19,17968.83828,34665.0,Buick
20,22358.87768,8970.0,Buick
21,23785.92253,10577.0,Buick
22,22926.090369999998,14363.0,Buick
23,21895.75878,16508.0,Buick
24,21273.061709999998,18908.0,Buick
25,21460.01395,19467.0,Buick
26,21183.12359,21394.0,Buick
27,20406.0995,22596.0,Buick
28,21058.139580000003,24469.0,Buick
29,19556.89932,25245.0,Buick
30,23447.68656,15755.0,Buick
31,23547.23944,16235.0,Buick
32,23016.008009999998,18147.0,Buick
33,22230.0275,22102.0,Buick
34,22625.07357,23612.0,Buick
35,21799.1721,24439.0,Buick
36,21341.25721,25212.0,Buick
37,21683.03146,26779.0,Buick
38,20986.01602,27096.0,Buick
39,20902.10379,29649.0,Buick
40,20698.077080000003,2992.0,Buick
41,20099.256840000002,10036.0,Buick
42,18145.126490000002,18339.0,Buick
43,17944.85692,19592.0,Buick
44,19027.86231,21797.0,Buick
45,18348.898569999998,23852.0,Buick
46,17750.88457,25040.0,Buick
47,17772.969680000002,25052.0,Buick
48,17394.0214,25464.0,Buick
49,17645.74504,27830.0,Buick
50,21908.366619999997,17353.0,Buick
51,21956.34266,17787.0,Buick
52,21646.11692,19562.0,Buick
53,21575.456830000003,20137.0,Buick
54,20952.2178,20158.0,Buick
55,21562.047580000002,23767.0,Buick
56,19981.12791,24323.0,Buick
57,19425.848619999997,27839.0,Buick
58,19191.98962,29187.0,Buick
59,19641.7419,31324.0,Buick
60,25589.98315,2308.0,Buick
61,25098.62906,10014.0,Buick
62,23420.70695,18910.0,Buick
63,22661.04849,20105.0,Buick
64,23493.0823,20453.0,Buick
65,22435.20282,22287.0,Buick
66,21878.12,23237.0,Buick
67,23077.56591,23798.0,Buick
68,21698.01475,25489.0,Buick
69,21831.82292,25564.0,Buick
70,26831.194040000002,4695.0,Buick
71,26060.33535,9795.0,Buick
72,26781.81465,12052.0,Buick
73,26302.07428,13050.0,Buick
74,26190.27147,17335.0,Buick
75,25508.21096,17480.0,Buick
76,23348.01695,24027.0,Buick
77,23406.68982,25387.0,Buick
78,23159.54378,25869.0,Buick
79,21536.74173,37128.0,Buick
80,51154.04722,2202.0,Cadillac
81,49248.15897,6685.0,Cadillac
82,46747.67327,15343.0,Cadillac
83,44130.617060000004,21341.0,Cadillac
84,44084.91421,21367.0,Cadillac
85,43892.467880000004,23371.0,Cadillac
86,44300.63996,23751.0,Cadillac
87,42677.60112,24052.0,Cadillac
88,43374.05242,25199.0,Cadillac
89,40619.07227,30082.0,Cadillac
90,33417.96501,6598.0,Cadillac
91,30957.08075,10625.0,Cadillac
92,31431.13037,11013.0,Cadillac
93,30781.51563,14937.0,Cadillac
94,30646.4377,17094.0,Cadillac
95,30792.14903,17870.0,Cadillac
96,30392.750160000003,18449.0,Cadillac
97,28817.08185,21039.0,Cadillac
98,29275.208710000003,21056.0,Cadillac
99,28040.12853,27484.0,Cadillac
100,39801.55135,14095.0,Cadillac
101,40335.737310000004,14743.0,Cadillac
102,39307.00916,16041.0,Cadillac
103,38600.23956,17138.0,Cadillac
104,38445.89717,18661.0,Cadillac
105,36077.79612,20770.0,Cadillac
106,35866.58271,20770.0,Cadillac
107,35338.65369,20770.0,Cadillac
108,36154.30355,20770.0,Cadillac
109,34685.66298,20770.0,Cadillac
110,42820.32902,20770.0,Cadillac
111,41378.04809,20770.0,Cadillac
112,40856.3909,20770.0,Cadillac
113,41419.037260000005,20770.0,Cadillac
114,37510.25357,20770.0,Cadillac
115,37215.16938,20770.0,Cadillac
116,36332.89469,20770.0,Cadillac
117,36245.15823,20770.0,Cadillac
118,32954.141339999995,20770.0,Cadillac
119,32537.18675,41829.0,Cadillac
120,35715.768560000004,6447.0,Cadillac
121,35651.68002,10555.0,Cadillac
122,35129.340769999995,11975.0,Cadillac
123,35165.75937,13449.0,Cadillac
124,32501.245189999998,17508.0,Cadillac
125,33220.02845,18661.0,Cadillac
126,32509.47829,20910.0,Cadillac
127,31132.21349,23124.0,Cadillac
128,31181.715160000003,26222.0,Cadillac
129,31059.18103,27544.0,Cadillac
130,42741.52367,2846.0,Cadillac
131,40966.607410000004,7476.0,Cadillac
132,38795.379089999995,13973.0,Cadillac
133,38297.46254,16754.0,Cadillac
134,37192.89637,19100.0,Cadillac
135,36210.123,21778.0,Cadillac
136,36633.633819999995,22042.0,Cadillac
137,35895.499410000004,23056.0,Cadillac
138,34974.378039999996,25796.0,Cadillac
139,32038.339560000004,35326.0,Cadillac
140,48310.32954,788.0,Cadillac
141,48365.9809,20770.0,Cadillac
142,45061.95194,20770.0,Cadillac
143,44205.87588,20770.0,Cadillac
144,42377.95544,20770.0,Cadillac
145,41671.583139999995,20770.0,Cadillac
146,41516.429860000004,20770.0,Cadillac
147,41053.482169999996,25717.0,Cadillac
148,38208.501019999996,31303.0,Cadillac
149,39072.39205,31587.0,Cadillac
150,70755.46672000001,583.0,Cadillac
151,68566.18719,6420.0,Cadillac
152,69133.73172000001,7892.0,Cadillac
153,66374.30704,12021.0,Cadillac
154,65281.48124,15600.0,Cadillac
155,63913.11725,18200.0,Cadillac
156,60567.54909,23193.0,Cadillac
157,57154.443439999995,29260.0,Cadillac
158,55639.08765,31805.0,Cadillac
159,52001.994380000004,42691.0,Cadillac
160,12146.18803,10011.0,Chevrolet
161,12163.82042,12101.0,Chevrolet
162,11472.02276,19699.0,Chevrolet
163,11017.16871,20100.0,Chevrolet
164,11096.85727,20334.0,Chevrolet
165,10386.04022,22225.0,Chevrolet
166,11137.04565,22484.0,Chevrolet
167,11045.10884,24568.0,Chevrolet
168,10777.05254,27906.0,Chevrolet
169,9928.188175,29680.0,Chevrolet
170,12649.11089,3629.0,Chevrolet
171,12314.59122,4142.0,Chevrolet
172,11318.008090000001,11156.0,Chevrolet
173,12409.94909,11981.0,Chevrolet
174,11555.2674,13404.0,Chevrolet
175,11700.111490000001,15253.0,Chevrolet
176,11215.01865,19945.0,Chevrolet
177,10144.95208,23963.0,Chevrolet
178,10491.0752,30948.0,Chevrolet
179,9954.054173999999,37345.0,Chevrolet
180,11031.12993,20156.0,Chevrolet
181,11343.05401,20186.0,Chevrolet
182,11391.21372,21421.0,Chevrolet
183,11247.86253,21427.0,Chevrolet
184,10921.94537,23119.0,Chevrolet
185,11179.95357,23121.0,Chevrolet
186,11394.8864,25107.0,Chevrolet
187,11070.06064,25476.0,Chevrolet
188,11013.87137,25746.0,Chevrolet
189,11115.013640000001,30056.0,Chevrolet
190,11918.45607,7278.0,Chevrolet
191,12408.80615,10213.0,Chevrolet
192,11302.90299,14627.0,Chevrolet
193,11615.02102,19014.0,Chevrolet
194,10805.13009,21013.0,Chevrolet
195,11169.91839,22380.0,Chevrolet
196,10770.10655,25065.0,Chevrolet
197,10872.01393,25869.0,Chevrolet
198,10921.94537,27776.0,Chevrolet
199,9919.048185,34621.0,Chevrolet
200,10813.34352,266.0,Chevrolet
201,11167.861,20770.0,Chevrolet
202,10897.076509999999,20770.0,Chevrolet
203,10106.01643,20770.0,Chevrolet
204,10354.04385,20770.0,Chevrolet
205,10287.977359999999,20770.0,Chevrolet
206,9720.97889,20770.0,Chevrolet
207,9506.047937000001,20770.0,Chevrolet
208,9789.037676,20770.0,Chevrolet
209,9220.829677,20770.0,Chevrolet
210,10971.09561,20770.0,Chevrolet
211,10315.01823,14438.0,Chevrolet
212,9654.060142,19183.0,Chevrolet
213,9563.789309,19273.0,Chevrolet
214,9665.84886,19565.0,Chevrolet
215,9482.219404000001,24842.0,Chevrolet
216,8638.930895,25216.0,Chevrolet
217,9041.906254000001,26191.0,Chevrolet
218,8870.947316,32914.0,Chevrolet
219,8768.998585,35299.0,Chevrolet
220,13007.98418,7372.0,Chevrolet
221,13041.874,13607.0,Chevrolet
222,12045.9207,19136.0,Chevrolet
223,12469.52758,19712.0,Chevrolet
224,11539.84565,22405.0,Chevrolet
225,11726.00297,23103.0,Chevrolet
226,12207.87293,20770.0,Chevrolet
227,11203.14611,20770.0,Chevrolet
228,10788.97036,20770.0,Chevrolet
229,11149.6183,34447.0,Chevrolet
230,14584.44812,1160.0,Chevrolet
231,13681.698,10210.0,Chevrolet
232,13446.213419999998,17741.0,Chevrolet
233,12327.641609999999,19347.0,Chevrolet
234,12274.95758,19612.0,Chevrolet
235,12630.775029999999,22571.0,Chevrolet
236,12425.38917,22771.0,Chevrolet
237,12319.69625,24568.0,Chevrolet
238,12549.89233,25816.0,Chevrolet
239,12234.88805,30297.0,Chevrolet
240,14894.982590000001,2464.0,Chevrolet
241,14198.09246,11322.0,Chevrolet
242,14678.10533,11488.0,Chevrolet
243,13167.70232,20770.0,Chevrolet
244,13471.00508,20770.0,Chevrolet
245,12573.899940000001,20770.0,Chevrolet
246,12383.40281,20770.0,Chevrolet
247,13230.918670000001,20770.0,Chevrolet
248,11080.51638,20770.0,Chevrolet
249,11328.95887,20770.0,Chevrolet
250,15053.93373,20770.0,Chevrolet
251,14397.928080000002,5189.0,Chevrolet
252,14642.323580000002,6224.0,Chevrolet
253,13464.802880000001,14231.0,Chevrolet
254,13678.863000000001,17971.0,Chevrolet
255,12507.485270000001,19715.0,Chevrolet
256,13141.04795,19898.0,Chevrolet
257,13594.08559,20682.0,Chevrolet
258,12733.85792,21386.0,Chevrolet
259,12230.09977,28408.0,Chevrolet
260,14222.3054,8427.0,Chevrolet
261,14266.912580000002,8615.0,Chevrolet
262,14255.74768,16958.0,Chevrolet
263,13762.90145,18040.0,Chevrolet
264,14275.12764,18533.0,Chevrolet
265,13688.000109999999,18766.0,Chevrolet
266,13308.83375,20043.0,Chevrolet
267,14145.880990000001,20512.0,Chevrolet
268,12944.93875,21684.0,Chevrolet
269,12846.061590000001,27560.0,Chevrolet
270,14061.122769999998,4922.0,Chevrolet
271,13072.841629999999,14311.0,Chevrolet
272,11699.03392,19816.0,Chevrolet
273,12257.16409,21492.0,Chevrolet
274,11574.17381,21525.0,Chevrolet
275,11539.04853,24163.0,Chevrolet
276,12243.06062,25014.0,Chevrolet
277,11671.85813,25727.0,Chevrolet
278,11464.628859999999,29410.0,Chevrolet
279,10546.78275,38866.0,Chevrolet
280,15553.208709999999,7695.0,Chevrolet
281,15047.00274,12305.0,Chevrolet
282,13540.041640000001,17343.0,Chevrolet
283,14077.96885,17445.0,Chevrolet
284,12981.95203,20309.0,Chevrolet
285,13436.00015,20530.0,Chevrolet
286,13161.94283,21145.0,Chevrolet
287,14220.013219999999,23069.0,Chevrolet
288,12379.126470000001,31199.0,Chevrolet
289,11581.905040000001,36566.0,Chevrolet
290,14023.93855,13776.0,Chevrolet
291,12810.91058,19461.0,Chevrolet
292,13135.90503,21796.0,Chevrolet
293,13106.90042,21910.0,Chevrolet
294,12845.17425,22382.0,Chevrolet
295,12570.13668,22479.0,Chevrolet
296,12897.929540000001,23200.0,Chevrolet
297,11961.61996,27394.0,Chevrolet
298,12706.91135,27521.0,Chevrolet
299,12487.05429,28492.0,Chevrolet
300,15635.79616,1169.0,Chevrolet
301,15747.803969999999,6048.0,Chevrolet
302,14619.07856,15768.0,Chevrolet
303,14185.02155,20374.0,Chevrolet
304,13699.035780000002,25845.0,Chevrolet
305,13310.05959,26143.0,Chevrolet
306,13530.068640000001,27249.0,Chevrolet
307,13019.07114,27942.0,Chevrolet
308,12684.98623,29891.0,Chevrolet
309,12553.07143,32844.0,Chevrolet
310,14997.88434,8880.0,Chevrolet
311,14847.04415,12980.0,Chevrolet
312,15128.992240000001,13828.0,Chevrolet
313,15000.992709999999,14504.0,Chevrolet
314,14593.8541,18790.0,Chevrolet
315,14304.74104,21128.0,Chevrolet
316,13688.94568,21611.0,Chevrolet
317,13744.84985,23748.0,Chevrolet
318,13545.0309,27431.0,Chevrolet
319,12741.19023,34815.0,Chevrolet
320,16116.84392,865.0,Chevrolet
321,16428.578980000002,9882.0,Chevrolet
322,15084.8154,14824.0,Chevrolet
323,15163.16986,17158.0,Chevrolet
324,14897.04055,18210.0,Chevrolet
325,14508.750090000001,18910.0,Chevrolet
326,14418.16529,19818.0,Chevrolet
327,14191.882280000002,21181.0,Chevrolet
328,14401.906930000001,21527.0,Chevrolet
329,14175.87908,21627.0,Chevrolet
330,14429.78964,6114.0,Chevrolet
331,14696.02899,6709.0,Chevrolet
332,14582.769119999999,7115.0,Chevrolet
333,14194.8236,9561.0,Chevrolet
334,14072.135230000002,15233.0,Chevrolet
335,13994.90646,17270.0,Chevrolet
336,13830.24902,17594.0,Chevrolet
337,13159.82154,22740.0,Chevrolet
338,12495.97075,26204.0,Chevrolet
339,12678.85397,28683.0,Chevrolet
340,46732.60603,3625.0,Chevrolet
341,47065.209910000005,5239.0,Chevrolet
342,44749.68679,12115.0,Chevrolet
343,42773.02839,14546.0,Chevrolet
344,41371.37927,20000.0,Chevrolet
345,39547.5879,23826.0,Chevrolet
346,39691.7274,25169.0,Chevrolet
347,38824.86909,25960.0,Chevrolet
348,36970.89805,30502.0,Chevrolet
349,37288.93674,32039.0,Chevrolet
350,39875.85426,7054.0,Chevrolet
351,39713.66792,20770.0,Chevrolet
352,38990.60733,20770.0,Chevrolet
353,39092.18992,20770.0,Chevrolet
354,39365.883239999996,20770.0,Chevrolet
355,35261.43643,20770.0,Chevrolet
356,35575.41705,20770.0,Chevrolet
357,34297.30535,20770.0,Chevrolet
358,34739.214960000005,20770.0,Chevrolet
359,31186.74146,20770.0,Chevrolet
360,21757.04951,20770.0,Chevrolet
361,19528.100430000002,20770.0,Chevrolet
362,19075.67875,18198.0,Chevrolet
363,19409.75261,18795.0,Chevrolet
364,18527.20897,19874.0,Chevrolet
365,18912.9816,21512.0,Chevrolet
366,17839.800769999998,25453.0,Chevrolet
367,17789.34673,26980.0,Chevrolet
368,17294.181,29368.0,Chevrolet
369,18083.3963,29420.0,Chevrolet
370,20021.195209999998,1787.0,Chevrolet
371,18835.18976,8211.0,Chevrolet
372,18727.508380000003,14054.0,Chevrolet
373,16805.05739,19498.0,Chevrolet
374,17154.57646,21567.0,Chevrolet
375,16644.08787,22383.0,Chevrolet
376,15951.811169999999,26070.0,Chevrolet
377,16508.59069,27460.0,Chevrolet
378,15832.51835,31202.0,Chevrolet
379,15554.283130000002,33357.0,Chevrolet
380,25948.96259,636.0,Chevrolet
381,27714.05025,5379.0,Chevrolet
382,25097.47325,14461.0,Chevrolet
383,24809.04232,16111.0,Chevrolet
384,23345.32907,22964.0,Chevrolet
385,22894.438680000003,26272.0,Chevrolet
386,22064.29219,27384.0,Chevrolet
387,23151.546140000002,27940.0,Chevrolet
388,22120.75776,28242.0,Chevrolet
389,20294.57682,33892.0,Chevrolet
390,18957.890040000002,5936.0,Chevrolet
391,18950.90698,8687.0,Chevrolet
392,17891.63378,17020.0,Chevrolet
393,17801.22953,19386.0,Chevrolet
394,16723.99388,19740.0,Chevrolet
395,16744.03025,21829.0,Chevrolet
396,16825.190880000002,23460.0,Chevrolet
397,16543.98014,24583.0,Chevrolet
398,16143.95729,26532.0,Chevrolet
399,14914.201280000001,33906.0,Chevrolet
400,19164.610630000003,1480.0,Chevrolet
401,18800.9589,7961.0,Chevrolet
402,17458.221530000003,15144.0,Chevrolet
403,17158.922,21417.0,Chevrolet
404,16472.89765,21675.0,Chevrolet
405,16993.78033,23621.0,Chevrolet
406,16300.465240000001,25697.0,Chevrolet
407,15623.20027,27476.0,Chevrolet
408,15138.400819999999,32462.0,Chevrolet
409,15233.15987,32535.0,Chevrolet
410,19471.97485,6608.0,Chevrolet
411,18009.84603,15190.0,Chevrolet
412,18273.00613,16335.0,Chevrolet
413,18311.7563,17441.0,Chevrolet
414,17553.75368,18451.0,Chevrolet
415,18004.87041,18771.0,Chevrolet
416,17663.22495,19490.0,Chevrolet
417,17115.122030000002,24461.0,Chevrolet
418,16988.30306,24905.0,Chevrolet
419,16803.12275,25874.0,Chevrolet
420,19446.88294,932.0,Chevrolet
421,17119.45757,18277.0,Chevrolet
422,17316.0966,19593.0,Chevrolet
423,16860.87078,19883.0,Chevrolet
424,17312.90715,21420.0,Chevrolet
425,16403.253630000003,23133.0,Chevrolet
426,16536.74388,24218.0,Chevrolet
427,16341.8041,25394.0,Chevrolet
428,16713.98469,26328.0,Chevrolet
429,16295.211440000001,28239.0,Chevrolet
430,18974.92203,5632.0,Chevrolet
431,18324.83193,7397.0,Chevrolet
432,19581.23141,7645.0,Chevrolet
433,18169.375480000002,14754.0,Chevrolet
434,17986.22409,17488.0,Chevrolet
435,17173.94232,18721.0,Chevrolet
436,16456.97464,20200.0,Chevrolet
437,16267.09489,21452.0,Chevrolet
438,16860.09433,22841.0,Chevrolet
439,16027.28649,22889.0,Chevrolet
440,17089.918830000002,8732.0,Chevrolet
441,17463.04608,11393.0,Chevrolet
442,17218.68575,14579.0,Chevrolet
443,17162.47826,15903.0,Chevrolet
444,16507.07027,17451.0,Chevrolet
445,16752.5144,18562.0,Chevrolet
446,16646.7708,20154.0,Chevrolet
447,15623.919759999999,21272.0,Chevrolet
448,15664.6249,25787.0,Chevrolet
449,15680.864430000001,25956.0,Chevrolet
450,18800.0931,5827.0,Chevrolet
451,18910.80429,8345.0,Chevrolet
452,19177.41206,10414.0,Chevrolet
453,18040.14401,11647.0,Chevrolet
454,17685.20099,15898.0,Chevrolet
455,17515.39759,18602.0,Chevrolet
456,16357.99232,23491.0,Chevrolet
457,16345.94375,25931.0,Chevrolet
458,15797.195759999999,26700.0,Chevrolet
459,15503.5088,33345.0,Chevrolet
460,21745.029440000002,7065.0,Chevrolet
461,21725.01075,13457.0,Chevrolet
462,22384.11869,14788.0,Chevrolet
463,20537.14172,16950.0,Chevrolet
464,21233.91136,17337.0,Chevrolet
465,20676.16551,18021.0,Chevrolet
466,20839.14997,22152.0,Chevrolet
467,20017.96843,22729.0,Chevrolet
468,18876.87065,27218.0,Chevrolet
469,17586.92858,39049.0,Chevrolet
470,23573.822,12466.0,Chevrolet
471,23527.7285,14948.0,Chevrolet
472,22113.62802,21992.0,Chevrolet
473,22470.35843,22626.0,Chevrolet
474,20619.11401,24067.0,Chevrolet
475,20047.95136,24665.0,Chevrolet
476,21525.33901,25020.0,Chevrolet
477,20382.15031,25240.0,Chevrolet
478,21020.83678,25550.0,Chevrolet
479,20221.80881,26223.0,Chevrolet
480,25452.47385,11892.0,Pontiac
481,23449.30633,17273.0,Pontiac
482,23578.16486,19148.0,Pontiac
483,22525.26972,19521.0,Pontiac
484,21982.64771,20472.0,Pontiac
485,22231.56315,21929.0,Pontiac
486,22189.11597,25651.0,Pontiac
487,21765.066580000002,25794.0,Pontiac
488,21403.756419999998,27168.0,Pontiac
489,21200.69021,31197.0,Pontiac
490,19682.03501,11554.0,Pontiac
491,18678.414119999998,16496.0,Pontiac
492,20318.89097,17583.0,Pontiac
493,20127.04418,18419.0,Pontiac
494,19751.04143,20510.0,Pontiac
495,17844.73077,21121.0,Pontiac
496,18856.01869,22423.0,Pontiac
497,18566.0707,24747.0,Pontiac
498,18063.00491,27574.0,Pontiac
499,17768.05951,28385.0,Pontiac
500,23197.43679,2295.0,Pontiac
501,23102.02237,5653.0,Pontiac
502,22460.53,8928.0,Pontiac
503,21607.772569999997,11069.0,Pontiac
504,22004.93044,15516.0,Pontiac
505,20830.9943,19419.0,Pontiac
506,20109.90412,22891.0,Pontiac
507,19116.13109,26252.0,Pontiac
508,19689.740840000002,27077.0,Pontiac
509,19338.376,27966.0,Pontiac
510,21903.32262,4537.0,Pontiac
511,22736.834469999998,5690.0,Pontiac
512,22104.97357,9049.0,Pontiac
513,22311.04951,11221.0,Pontiac
514,21875.09763,12313.0,Pontiac
515,20627.66169,20770.0,Pontiac
516,19540.24479,22628.0,Pontiac
517,19204.80934,26477.0,Pontiac
518,18158.083130000003,28354.0,Pontiac
519,18529.342119999998,30063.0,Pontiac
520,21383.06716,7287.0,Pontiac
521,20452.669469999997,10338.0,Pontiac
522,20677.59382,11204.0,Pontiac
523,19294.7875,19539.0,Pontiac
524,18548.97859,20870.0,Pontiac
525,18042.22107,21702.0,Pontiac
526,18620.871369999997,25516.0,Pontiac
527,17023.936869999998,30404.0,Pontiac
528,16216.98071,35624.0,Pontiac
529,15792.83144,41566.0,Pontiac
530,17360.81064,881.0,Pontiac
531,17675.83749,5131.0,Pontiac
532,17141.94116,6761.0,Pontiac
533,17202.83406,9380.0,Pontiac
534,16792.67953,12071.0,Pontiac
535,15595.88413,18315.0,Pontiac
536,15253.868569999999,20917.0,Pontiac
537,15594.806840000001,22414.0,Pontiac
538,15059.134080000002,22641.0,Pontiac
539,14703.136869999998,23335.0,Pontiac
540,15979.01484,3946.0,Pontiac
541,16379.853000000001,4188.0,Pontiac
542,15327.10032,4318.0,Pontiac
543,15846.012709999999,5350.0,Pontiac
544,15604.145819999998,5788.0,Pontiac
545,14841.91705,12420.0,Pontiac
546,15077.17584,13262.0,Pontiac
547,13961.111640000001,19602.0,Pontiac
548,13034.06853,23976.0,Pontiac
549,13162.85205,24542.0,Pontiac
550,18254.922769999997,16554.0,Pontiac
551,17095.035219999998,18720.0,Pontiac
552,17162.87344,20829.0,Pontiac
553,16391.17171,21304.0,Pontiac
554,15788.104780000001,25295.0,Pontiac
555,16569.14124,25777.0,Pontiac
556,16997.69374,25830.0,Pontiac
557,16283.958990000001,26511.0,Pontiac
558,15457.17059,29925.0,Pontiac
559,14963.045619999999,31471.0,Pontiac
560,21230.97799,11229.0,Pontiac
561,22100.39317,12314.0,Pontiac
562,21300.01945,12772.0,Pontiac
563,21281.88049,17417.0,Pontiac
564,19646.717480000003,21132.0,Pontiac
565,20173.90633,21211.0,Pontiac
566,18701.22262,24992.0,Pontiac
567,19423.16502,25557.0,Pontiac
568,19956.75841,26028.0,Pontiac
569,19448.22633,27721.0,Pontiac
570,19822.11539,1592.0,Pontiac
571,19567.25929,2189.0,Pontiac
572,16853.10785,17959.0,Pontiac
573,16516.95555,20751.0,Pontiac
574,15979.01484,21974.0,Pontiac
575,16256.236169999998,22637.0,Pontiac
576,15724.252169999998,23989.0,Pontiac
577,15967.2454,25598.0,Pontiac
578,16041.685590000001,27800.0,Pontiac
579,15756.146130000001,29325.0,Pontiac
580,32422.76138,9185.0,Pontiac
581,32219.58928,10915.0,Pontiac
582,31024.872110000004,13678.0,Pontiac
583,29595.794289999998,16193.0,Pontiac
584,29664.70269,21418.0,Pontiac
585,27425.843910000003,23886.0,Pontiac
586,27370.958110000003,24960.0,Pontiac
587,27548.629610000004,26126.0,Pontiac
588,28502.30611,27199.0,Pontiac
589,25527.013030000002,36480.0,Pontiac
590,13160.12456,13145.0,Pontiac
591,12830.09878,17830.0,Pontiac
592,12828.03098,19081.0,Pontiac
593,12878.04683,19225.0,Pontiac
594,12832.46239,20618.0,Pontiac
595,12464.07346,21891.0,Pontiac
596,12465.50852,23931.0,Pontiac
597,12258.857590000001,24318.0,Pontiac
598,11903.09775,25285.0,Pontiac
599,12209.55962,26097.0,Pontiac
600,16391.92657,18096.0,Pontiac
601,16033.93062,18391.0,Pontiac
602,16106.82722,19465.0,Pontiac
603,16551.219569999997,19531.0,Pontiac
604,17325.26954,19894.0,Pontiac
605,16078.665490000001,22779.0,Pontiac
606,15297.835969999998,23062.0,Pontiac
607,15505.29381,24239.0,Pontiac
608,15174.346609999999,27887.0,Pontiac
609,14546.88481,33374.0,Pontiac
610,17803.27909,12303.0,Pontiac
611,16353.09652,16078.0,Pontiac
612,15977.911080000002,17053.0,Pontiac
613,15568.974240000001,18206.0,Pontiac
614,15589.780480000001,21307.0,Pontiac
615,15730.046269999999,21391.0,Pontiac
616,15802.65286,21461.0,Pontiac
617,15086.89959,27438.0,Pontiac
618,14396.270559999999,31424.0,Pontiac
619,14869.28207,31791.0,Pontiac
620,16927.779759999998,2973.0,Pontiac
621,17418.068730000003,4463.0,Pontiac
622,16379.0987,8754.0,Pontiac
623,16706.674069999997,9150.0,Pontiac
624,17214.325080000002,12610.0,Pontiac
625,15821.949719999999,14304.0,Pontiac
626,14398.922690000001,21688.0,Pontiac
627,15622.1211,23217.0,Pontiac
628,14909.05099,23323.0,Pontiac
629,14853.19901,24270.0,Pontiac
630,35622.1395,10340.0,SAAB
631,34819.297119999996,12251.0,SAAB
632,34355.003730000004,17711.0,SAAB
633,32737.08455,19112.0,SAAB
634,33540.53611,20925.0,SAAB
635,31970.542080000003,21208.0,SAAB
636,33287.4096,21661.0,SAAB
637,32075.98487,23553.0,SAAB
638,31969.06981,24559.0,SAAB
639,27666.23108,35157.0,SAAB
640,29246.237339999996,3907.0,SAAB
641,26337.8306,16068.0,SAAB
642,26775.03209,16688.0,SAAB
643,25299.96964,19569.0,SAAB
644,24896.5976,21266.0,SAAB
645,25996.8064,21433.0,SAAB
646,24801.61719,26345.0,SAAB
647,24063.01268,27674.0,SAAB
648,23249.84169,27686.0,SAAB
649,22244.87655,50387.0,SAAB
650,37088.562410000006,3828.0,SAAB
651,33381.81915,17381.0,SAAB
652,33358.76777,17590.0,SAAB
653,33586.90609,18930.0,SAAB
654,30731.94165,22479.0,SAAB
655,30315.169439999998,23635.0,SAAB
656,30166.85251,25049.0,SAAB
657,30251.01842,27558.0,SAAB
658,29142.714389999997,31655.0,SAAB
659,29612.15405,32477.0,SAAB
660,26841.080840000002,10003.0,SAAB
661,27825.949969999998,10014.0,SAAB
662,27284.751330000003,14281.0,SAAB
663,27060.137560000003,17319.0,SAAB
664,25618.281880000002,20208.0,SAAB
665,25790.51414,21160.0,SAAB
666,25148.37919,22272.0,SAAB
667,24852.495280000003,22814.0,SAAB
668,24173.52588,27015.0,SAAB
669,23733.40225,27600.0,SAAB
670,38324.80908,12090.0,SAAB
671,38167.17358,13162.0,SAAB
672,37383.503489999996,16088.0,SAAB
673,36338.75133,18195.0,SAAB
674,35580.332310000005,21167.0,SAAB
675,35304.4947,21293.0,SAAB
676,34392.99527,24031.0,SAAB
677,33984.43077,25420.0,SAAB
678,33248.34252,27051.0,SAAB
679,28777.959689999996,48991.0,SAAB
680,32197.34047,3867.0,SAAB
681,32053.09716,5144.0,SAAB
682,30274.710580000003,10800.0,SAAB
683,30353.58555,11273.0,SAAB
684,30122.429739999996,14568.0,SAAB
685,26789.832609999998,22189.0,SAAB
686,28291.762260000003,22328.0,SAAB
687,27109.405889999998,22598.0,SAAB
688,27256.494510000004,26400.0,SAAB
689,25267.36768,34175.0,SAAB
690,35033.21545,1676.0,SAAB
691,32746.13139,7924.0,SAAB
692,33183.3326,9795.0,SAAB
693,31002.734419999997,15087.0,SAAB
694,30075.994730000002,22052.0,SAAB
695,29844.203999999998,23143.0,SAAB
696,28432.824210000002,25247.0,SAAB
